point_code,Block,X,Y,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg
RK986,Ohiopyle,-79.4944992,39.8133011,"TJH,LJV",7,3,2021,623.1061397,264.3613772,3.434582476,14,140,20,10,80,75,10,10,5,0,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,10,0,0,150,87.88888889
RK987,Ohiopyle,-79.4850006,39.9248009,"TJH,LJV",6,28,2021,396.5546868,331.3909437,0.78070755,17,170,60,40,75,10,15,0,15,10,15,15,10,0,0,0,10,0,5,0,0,20,0,0,0,0,,12,0,12,10,1.2,0,210,88
RK988,Ohiopyle,-79.4906998,39.8974991,KLM/CPC,6,29,2021,476.5292358,34.33490161,2.24299855,15,150,65,70,65,10,20,5,5,10,20,5,0,0,10,0,0,0,0,10,5,0,0,0,0,0,,7,8,15,10,0.7,0.8,432.6661377,86.22222222
RK989,Ohiopyle,-79.4829025,39.8732986,AEH/CPC,6,30,2021,428.152949,237.3184648,1.750407523,10,100,55,50,80,10,5,10,10,40,5,10,5,0,0,0,0,5,0,0,10,0,5,0,2,0,,5,2,7,10,0.5,0.2,465.7252502,85.5
RK990,Ohiopyle,-79.5,39.8091011,"TJH,LJV",7,3,2021,589.7159495,270.0488282,2.051462763,20,200,35,40,25,5,10,60,5,25,10,45,10,0,0,0,0,0,5,5,10,10,0,0,0,0,,19,2,21,10,1.9,0.2,123.6931686,85.5
RK991,Ohiopyle,-79.4894028,39.8713989,AEH/CPC,6,30,2021,435.9108177,283.1809722,2.630799331,8,80,90,70,65,5,30,10,5,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,13,11,24,10,1.3,1.1,30,82.33333333
RK992,Ohiopyle,-79.4593964,39.8391991,CPC,7,3,2021,556.6781113,3.271973679,7.657545474,6,60,50,35,20,0,25,0,50,0,70,0,0,0,0,0,0,0,30,0,0,10,10,0,0,0,,2,5,7,10,0.2,0.5,271.6615601,90.625
RK993,Ohiopyle,-79.5063019,39.9121017,RSC/KLM,6,28,2021,506.4507533,63.75415909,2.377439758,6,60,90,30,40,10,40,40,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,16,20,10,0.4,1.6,127.279213,89.88888889
RK994,Ohiopyle,-79.4894028,39.9123993,RSC/KLM,6,28,2021,426.333674,98.90853233,2.7242885,8,80,85,65,95,10,20,0,5,5,2,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,2,2,10,0,0.2,403.6087036,87.875
RK930,Ohiopyle,-79.5010986,39.9179993,RSC/KLM,6,28,2021,474.229485,48.56371296,2.445611186,16,160,65,75,10,0,0,10,5,5,0,30,5,80,0,0,0,0,5,0,0,10,0,0,0,0,,1,5,6,10,0.1,0.5,379.4733276,89.66666667
RK995,Ohiopyle,-79.4954987,39.9175987,KLM/RSC,6,28,2021,466.8812266,48.91798839,2.732031961,11,110,70,60,45,15,20,15,15,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,15,27,10,1.2,1.5,553.1726685,86.22222222
RK996,Ohiopyle,-79.4913025,39.8633003,"CJF, FD, SS",6,29,2021,466.895785,304.0288168,2.625473305,20,200,50,60,45,35,0,20,15,15,10,0,25,20,0,0,0,0,0,5,0,0,0,0,0,0,,16,5,21,10,1.6,0.5,84.85281372,89
RK997,Ohiopyle,-79.4552994,39.8083,KLM/RSC,7,3,2021,788.7809447,191.1970854,3.231282551,12,120,50,40,40,30,0,10,10,10,10,0,50,40,0,0,0,0,0,0,10,0,0,0,0,2,,0,1,1,10,0,0.1,882.3264771,84.77777778
RK998,Ohiopyle,-79.5186996,39.8535995,"TJH,LJV",7,2,2021,502.8428703,58.0103369,1.509846933,9,90,60,20,40,0,0,0,40,30,10,0,0,0,0,0,0,0,50,0,0,0,50,0,0,1,,4,6,10,10,0.4,0.6,313.209198,83.25
RK999,Ohiopyle,-79.4645004,39.8507996,CPC,7,3,2021,473.8816464,52.79150491,3.572516726,9,90,10,45,35,0,5,0,5,20,65,20,25,0,0,0,0,15,5,0,50,0,0,0,0,0,,6,0,6,10,0.6,0,94.86833191,87.11111111
RK911,Ohiopyle,-79.4465027,39.8557014,"SGS,FDD",7,6,2021,476.2153722,183.9643333,3.994174375,9,90,10,70,25,0,10,10,75,20,75,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,12,8,20,10,1.2,0.8,127.279213,89.44444444
RK978,Ohiopyle,-79.4813995,39.8797989,SGS/FD,6,30,2021,428.152949,237.3184648,1.750407523,10,100,20,40,40,0,20,15,20,20,0,60,0,40,0,0,0,0,20,5,0,0,0,0,0,0,,1,4,5,10,0.1,0.4,30,72.44444444
RK918,Ohiopyle,-79.4733963,39.8895988,SGS/FD,7,2,2021,457.9200327,292.6171595,2.757840447,18,180,70,0,65,10,0,0,0,0,0,0,0,25,0,0,0,10,90,10,10,10,0,1,0,1,,9,6,15,10,0.9,0.6,241.8677368,84.33333333
RK1004,Ohiopyle,-79.4763031,39.8824005,SGS/FD,7,2,2021,461.3661067,277.4483652,3.318217442,9,90,60,25,0,5,0,0,15,75,50,0,0,0,0,0,0,20,0,50,0,0,0,0,0,0,,5,5,10,10,0.5,0.5,189.7366638,84.375
RK929,Ohiopyle,-79.4664001,39.8802986,SGS/FD,7,4,2021,533.6806593,282.4704931,4.332785714,12,120,60,35,35,10,30,5,30,30,60,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,,,,,,,,127.279213,87.88888889
RK981,Ohiopyle,-79.4709015,39.8778,SGS/FD,7,4,2021,547.5621326,274.5490215,4.514255155,14,140,80,65,70,0,0,0,20,20,10,0,15,5,0,0,0,0,0,0,0,0,15,1,0,0,,11,2,13,10,1.1,0.2,30,75.375
RK1026,Ohiopyle,-79.4329987,39.8242989,SGS/FD,7,5,2021,855.6638186,281.8659506,2.861328639,11,110,25,90,55,70,0,0,5,10,0,0,0,0,0,0,35,0,0,0,0,0,10,0,1,0,,21,4,25,10,2.1,0.4,530.7542114,89.33333333
RK933,Ohiopyle,-79.4357986,39.8191986,SGS/FD,7,5,2021,814.723511,210.468479,0.679770339,15,150,5,30,30,0,50,50,90,20,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,12,2,14,10,1.2,0.2,42.42640686,85.5
RK1045,Ohiopyle,-79.4391022,39.8622017,SGS/FD,7,6,2021,580.6347195,152.3701238,6.465061586,10,100,5,20,20,0,0,0,90,75,80,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,,4,0,4,10,0.4,0,780,91.33333333
RK983,Ohiopyle,-79.4431,39.8634987,SGS/FD,7,6,2021,611.9142149,183.1079441,5.261287191,12,120,25,80,55,0,0,0,50,20,30,20,0,0,0,0,0,0,0,5,5,0,10,1,0,0,,11,2,13,10,1.1,0.2,888.4255371,87.11111111
RK1055,Ohiopyle,-79.5370026,39.9012985,SGS/FD,7,8,2021,623.3533615,89.73996064,2.52864312,21,210,45,20,85,15,0,0,40,80,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,49,3,52,10,4.9,0.3,375.8989258,89.22222222
